# VM invoker: C:\Program Files\Java\jdk1.8.0_65\jre\bin\java.exe
# VM options: -Dfile.encoding=Cp1252
# Warmup: 3 iterations, 1 s each
# Measurement: 50 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Sampling time
# Benchmark: org.ucsc.flatbuffers.bench.FlatBuffersCar.flatDecode

# Run progress: 0.00% complete, ETA 00:17:40
# Fork: 1 of 10
# Warmup Iteration   1: n = 36619, mean = 35 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 0, 427, 428, 855, 28519, 59008 ns/op
# Warmup Iteration   2: n = 23563, mean = 46 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 1282 ns/op
# Warmup Iteration   3: n = 10432, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 837, 855 ns/op
Iteration   1: n = 10319, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 841, 855 ns/op
Iteration   3: n = 10162, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 855, 855 ns/op
Iteration   4: n = 10201, mean = 50 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 847, 856 ns/op
Iteration   5: n = 10178, mean = 52 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 847, 855 ns/op
Iteration   6: n = 10151, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 849, 855 ns/op
Iteration   7: n = 10176, mean = 52 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 847, 855 ns/op
Iteration   8: n = 10214, mean = 52 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   9: n = 10168, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1268, 1282 ns/op
Iteration  10: n = 10112, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  11: n = 10240, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  12: n = 10212, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  13: n = 10198, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 847, 856 ns/op
Iteration  14: n = 9459, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 855, 855 ns/op
Iteration  15: n = 9526, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  16: n = 9593, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 3848, 3848 ns/op
Iteration  17: n = 9615, mean = 51 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  18: n = 9610, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  19: n = 9566, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  20: n = 9605, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 856 ns/op
Iteration  21: n = 9665, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 4272, 4272 ns/op
Iteration  22: n = 9618, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  23: n = 9574, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  24: n = 9605, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  25: n = 9624, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  26: n = 9620, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  27: n = 9602, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 856 ns/op
Iteration  28: n = 9619, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1282, 1282 ns/op
Iteration  29: n = 9641, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  30: n = 9639, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  31: n = 9613, mean = 51 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 855, 855 ns/op
Iteration  32: n = 9646, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 855, 855 ns/op
Iteration  33: n = 9615, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1282, 1282 ns/op
Iteration  34: n = 9664, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 856 ns/op
Iteration  35: n = 9608, mean = 50 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1282, 1282 ns/op
Iteration  36: n = 9606, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 855, 855 ns/op
Iteration  37: n = 9624, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 855, 855 ns/op
Iteration  38: n = 9579, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  39: n = 9543, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1282, 1282 ns/op
Iteration  40: n = 9534, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1710, 1710 ns/op
Iteration  41: n = 9502, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 856 ns/op
Iteration  42: n = 9603, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  43: n = 9628, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  44: n = 9627, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  45: n = 9656, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  46: n = 9620, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 16672, 16672 ns/op
Iteration  47: n = 9623, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  48: n = 9518, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 855, 855 ns/op
Iteration  49: n = 9578, mean = 52 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  50: n = 9628, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op

# Run progress: 30.00% complete, ETA 00:15:01
# Fork: 7 of 10
# Warmup Iteration   1: n = 38358, mean = 86 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 0, 427, 428, 855, 43493, 1871872 ns/op
# Warmup Iteration   2: n = 22788, mean = 42 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 0, 428, 428, 428, 428, 1282 ns/op
# Warmup Iteration   3: n = 10441, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   1: n = 10360, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   2: n = 10276, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   3: n = 10179, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 848, 856 ns/op
Iteration   4: n = 10241, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   5: n = 10279, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   6: n = 10260, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 844, 855 ns/op
Iteration   7: n = 10324, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   8: n = 10206, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   9: n = 10263, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 844, 855 ns/op
Iteration  10: n = 10277, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  11: n = 10217, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  12: n = 10232, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 845, 855 ns/op
Iteration  13: n = 10253, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 855, 855 ns/op
Iteration  14: n = 10185, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 856 ns/op
Iteration  15: n = 10341, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  16: n = 10265, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  17: n = 10120, mean = 52 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 850, 855 ns/op
Iteration  18: n = 10314, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1255, 1282 ns/op
Iteration  19: n = 10261, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  20: n = 10270, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 843, 855 ns/op
Iteration  21: n = 10278, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1282, 1282 ns/op
Iteration  22: n = 10200, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 847, 856 ns/op
Iteration  23: n = 10271, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1259, 1282 ns/op
Iteration  24: n = 10272, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 843, 855 ns/op
Iteration  25: n = 10280, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  26: n = 10307, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 842, 855 ns/op
Iteration  27: n = 10256, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 844, 855 ns/op
Iteration  28: n = 9938, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 454, 1282, 1282 ns/op
Iteration  29: n = 10251, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 845, 856 ns/op
Iteration  30: n = 9956, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1282, 1282 ns/op
Iteration  31: n = 10245, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 844, 855 ns/op
Iteration  32: n = 10277, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  33: n = 9957, mean = 62 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 856 ns/op
Iteration  34: n = 10119, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 850, 855 ns/op
Iteration  35: n = 10207, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  36: n = 10266, mean = 52 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1259, 1282 ns/op
Iteration  37: n = 10264, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  38: n = 10284, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  39: n = 10208, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  40: n = 10240, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 845, 855 ns/op
Iteration  41: n = 10273, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 844, 856 ns/op
Iteration  42: n = 10270, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  43: n = 10351, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1252, 1282 ns/op
Iteration  44: n = 10246, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  45: n = 10287, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  46: n = 10286, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  47: n = 10295, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 842, 855 ns/op
Iteration  48: n = 10259, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  49: n = 10259, mean = 47 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  50: n = 10260, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op

# Run progress: 35.00% complete, ETA 00:13:57
# Fork: 8 of 10
# Warmup Iteration   1: n = 38044, mean = 47 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 0, 428, 428, 2136, 22407, 63680 ns/op
# Warmup Iteration   2: n = 23590, mean = 43 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 0, 428, 428, 428, 428, 1282 ns/op
# Warmup Iteration   3: n = 10516, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   1: n = 10350, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   2: n = 10308, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   3: n = 10360, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 841, 856 ns/op
Iteration   4: n = 10263, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   5: n = 10280, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 843, 855 ns/op
Iteration   6: n = 10273, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1259, 1282 ns/op
Iteration   7: n = 10266, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration   8: n = 10239, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 845, 855 ns/op
Iteration   9: n = 10273, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 856 ns/op
Iteration  10: n = 10301, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  11: n = 10296, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  12: n = 10266, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  13: n = 10195, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 848, 856 ns/op
Iteration  14: n = 10302, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  15: n = 10232, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  16: n = 10273, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 843, 855 ns/op
Iteration  17: n = 10293, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 842, 855 ns/op
Iteration  18: n = 10255, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  19: n = 10241, mean = 54 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1679, 1710 ns/op
Iteration  20: n = 10284, mean = 55 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  21: n = 10255, mean = 56 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  22: n = 10169, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1695, 1710 ns/op
Iteration  23: n = 10221, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 846, 855 ns/op
Iteration  24: n = 10293, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  25: n = 10009, mean = 62 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 3420, 3420 ns/op
Iteration  26: n = 9291, mean = 67 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 428, 428, 428, 730, 1710, 1710 ns/op
Iteration  27: n = 9950, mean = 61 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 856, 856 ns/op
Iteration  28: n = 10076, mean = 59 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1279, 1282 ns/op
Iteration  29: n = 10138, mean = 60 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  30: n = 10497, mean = 53 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  31: n = 10247, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 428, 428 ns/op
Iteration  32: n = 10172, mean = 58 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 1703, 1710 ns/op
Iteration  33: n = 10200, mean = 57 ns/op, p{0.00, 0.50, 0.90, 0.95, 0.99, 0.999, 0.9999, 1.00} = 0, 0, 427, 428, 428, 428, 847, 856 ns/op
